デフォルト表示,連番ID,ID,レア度,Lv,二つ名,サポート名,得意トレ,グループ,特殊固有,友情ボナ,やる気効果,スピボナ,スタボナ,パワボナ,根性ボナ,賢さボナ,トレ効果,初期スピ,初期スタ,初期パワ,初期根性,初期賢さ,初期絆,レースボナ,ファンボナ,ヒントLv,ヒント率,得意率,イベ回復,イベ効果,失敗率,体力消費,Spボナ,友情回復,スキル個数,固有1,固有2,固有必要絆,固有1効果量,固有2効果量
0,153,爆速！最速！花あらし！35絆80未満もしくは得意トレ,SSR,35,爆速！最速！花あらし！,サクラバクシンオー,根性,,絆80未満もしくは得意トレ,27,23,0,0,0,1,0,0,0,0,0,0,0,21,6,16,2,42,0,0,0,0,0,0,0,9,,,,,
0,153,爆速！最速！花あらし！40絆80未満もしくは得意トレ,SSR,40,爆速！最速！花あらし！,サクラバクシンオー,根性,,絆80未満もしくは得意トレ,30,26,0,0,0,1,0,0,0,0,0,0,0,23,7,17,2,45,0,0,0,0,0,0,0,9,,,,,
0,153,爆速！最速！花あらし！45絆80未満もしくは得意トレ,SSR,45,爆速！最速！花あらし！,サクラバクシンオー,根性,,絆80未満もしくは得意トレ,32,30,0,0,0,1,0,0,0,0,0,15,0,25,8,18,2,47,0,0,0,0,0,0,0,9,,,,,
0,153,爆速！最速！花あらし！50絆80未満もしくは得意トレ,SSR,50,爆速！最速！花あらし！,サクラバクシンオー,根性,,絆80未満もしくは得意トレ,35,30,0,0,0,1,0,0,0,0,0,30,0,25,10,20,3,50,0,0,0,0,0,0,0,9,,,,,
0,154,In my way30,SSR,30,In my way,トーセンジョーダン,スピード,,,15,0,0,0,0,0,0,5,25,0,0,0,0,20,1,5,0,0,35,0,0,0,0,0,0,7,,,,,
0,154,In my way35,SSR,35,In my way,トーセンジョーダン,スピード,,,16,0,1,0,0,0,0,5,27,0,0,0,0,21,2,6,0,0,40,0,0,0,0,0,0,7,,,,,
0,154,In my way40,SSR,40,In my way,トーセンジョーダン,スピード,,,18,0,1,0,0,0,0,5,30,0,0,0,0,23,3,8,0,0,45,0,0,0,0,0,0,7,トレ効果,ヒント率,,5,20
0,154,In my way45,SSR,45,In my way,トーセンジョーダン,スピード,,,20,0,1,0,0,0,0,5,32,0,15,0,0,25,5,10,0,0,50,0,0,0,0,0,0,7,トレ効果,ヒント率,,5,20
0,154,In my way50,SSR,50,In my way,トーセンジョーダン,スピード,,,20,0,1,0,0,0,0,5,35,0,30,0,0,25,5,10,0,0,50,0,0,0,0,0,0,7,トレ効果,ヒント率,,5,20
0,155,そこに“いる”幸せ30サポカ5種類以上,SSR,30,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類以上,20,0,0,0,1,0,0,0,0,0,0,0,0,20,1,5,2,40,20,0,0,0,0,0,0,7,トレ効果,,,15,
0,155,そこに“いる”幸せ35サポカ5種類以上,SSR,35,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類以上,21,0,0,1,1,0,0,0,0,0,0,0,0,21,2,6,2,42,25,0,0,0,0,0,0,7,トレ効果,,,15,
0,155,そこに“いる”幸せ40サポカ5種類以上,SSR,40,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類以上,23,0,0,1,1,0,0,0,0,0,0,0,0,23,3,8,2,45,30,0,0,0,0,0,0,7,トレ効果,,,15,
0,155,そこに“いる”幸せ45サポカ5種類以上,SSR,45,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類以上,25,15,0,1,1,0,0,0,0,0,0,0,0,25,5,10,2,47,35,0,0,0,0,0,0,7,トレ効果,,,15,
0,155,そこに“いる”幸せ50サポカ5種類以上,SSR,50,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類以上,25,30,0,1,1,0,0,0,0,0,0,0,0,25,5,10,3,50,35,0,0,0,0,0,0,7,トレ効果,,,15,
0,156,そこに“いる”幸せ30サポカ5種類未満,SSR,30,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類未満,20,0,0,0,1,0,0,0,0,0,0,0,0,20,1,5,2,40,20,0,0,0,0,0,0,7,,,,,
0,156,そこに“いる”幸せ35サポカ5種類未満,SSR,35,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類未満,21,0,0,1,1,0,0,0,0,0,0,0,0,21,2,6,2,42,25,0,0,0,0,0,0,7,,,,,
0,156,そこに“いる”幸せ40サポカ5種類未満,SSR,40,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類未満,23,0,0,1,1,0,0,0,0,0,0,0,0,23,3,8,2,45,30,0,0,0,0,0,0,7,,,,,
0,156,そこに“いる”幸せ45サポカ5種類未満,SSR,45,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類未満,25,15,0,1,1,0,0,0,0,0,0,0,0,25,5,10,2,47,35,0,0,0,0,0,0,7,,,,,
0,156,そこに“いる”幸せ50サポカ5種類未満,SSR,50,そこに“いる”幸せ,アグネスデジタル,パワー,,サポカ5種類未満,25,30,0,1,1,0,0,0,0,0,0,0,0,25,5,10,3,50,35,0,0,0,0,0,0,7,,,,,
0,157,桃色のバックショット30ファン数20万以上,SSR,30,桃色のバックショット,ナリタトップロード,スピード,,ファン数20万以上,25,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,20,20,0,0,0,0,0,0,8,トレ効果,,,20,
0,157,桃色のバックショット35ファン数20万以上,SSR,35,桃色のバックショット,ナリタトップロード,スピード,,ファン数20万以上,26,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,23,25,0,0,0,0,0,0,8,トレ効果,,,20,
0,157,桃色のバックショット40ファン数20万以上,SSR,40,桃色のバックショット,ナリタトップロード,スピード,,ファン数20万以上,27,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,26,30,0,0,0,0,0,0,8,トレ効果,,,20,
0,157,桃色のバックショット45ファン数20万以上,SSR,45,桃色のバックショット,ナリタトップロード,スピード,,ファン数20万以上,28,0,1,0,1,0,0,0,0,0,0,0,0,15,5,10,2,30,35,0,0,0,0,0,0,8,トレ効果,,,20,
0,157,桃色のバックショット50ファン数20万以上,SSR,50,桃色のバックショット,ナリタトップロード,スピード,,ファン数20万以上,30,0,1,0,1,0,0,0,0,0,0,0,0,15,10,15,2,30,35,0,0,0,0,0,0,8,トレ効果,,,20,
0,158,桃色のバックショット30ファン数15万以上16万未満,SSR,30,桃色のバックショット,ナリタトップロード,スピード,,ファン数15万以上16万未満,25,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,20,20,0,0,0,0,0,0,8,トレ効果,,,15,
0,158,桃色のバックショット35ファン数15万以上16万未満,SSR,35,桃色のバックショット,ナリタトップロード,スピード,,ファン数15万以上16万未満,26,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,23,25,0,0,0,0,0,0,8,トレ効果,,,15,
0,158,桃色のバックショット40ファン数15万以上16万未満,SSR,40,桃色のバックショット,ナリタトップロード,スピード,,ファン数15万以上16万未満,27,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,26,30,0,0,0,0,0,0,8,トレ効果,,,15,
0,158,桃色のバックショット45ファン数15万以上16万未満,SSR,45,桃色のバックショット,ナリタトップロード,スピード,,ファン数15万以上16万未満,28,0,1,0,1,0,0,0,0,0,0,0,0,15,5,10,2,30,35,0,0,0,0,0,0,8,トレ効果,,,15,
0,158,桃色のバックショット50ファン数15万以上16万未満,SSR,50,桃色のバックショット,ナリタトップロード,スピード,,ファン数15万以上16万未満,30,0,1,0,1,0,0,0,0,0,0,0,0,15,10,15,2,30,35,0,0,0,0,0,0,8,トレ効果,,,15,
0,159,桃色のバックショット30ファン数10万以上11万未満,SSR,30,桃色のバックショット,ナリタトップロード,スピード,,ファン数10万以上11万未満,25,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,20,20,0,0,0,0,0,0,8,トレ効果,,,10,
0,159,桃色のバックショット35ファン数10万以上11万未満,SSR,35,桃色のバックショット,ナリタトップロード,スピード,,ファン数10万以上11万未満,26,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,23,25,0,0,0,0,0,0,8,トレ効果,,,10,
0,159,桃色のバックショット40ファン数10万以上11万未満,SSR,40,桃色のバックショット,ナリタトップロード,スピード,,ファン数10万以上11万未満,27,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,26,30,0,0,0,0,0,0,8,トレ効果,,,10,
0,159,桃色のバックショット45ファン数10万以上11万未満,SSR,45,桃色のバックショット,ナリタトップロード,スピード,,ファン数10万以上11万未満,28,0,1,0,1,0,0,0,0,0,0,0,0,15,5,10,2,30,35,0,0,0,0,0,0,8,トレ効果,,,10,
0,159,桃色のバックショット50ファン数10万以上11万未満,SSR,50,桃色のバックショット,ナリタトップロード,スピード,,ファン数10万以上11万未満,30,0,1,0,1,0,0,0,0,0,0,0,0,15,10,15,2,30,35,0,0,0,0,0,0,8,トレ効果,,,10,
0,160,桃色のバックショット30ファン数5万以上6万未満,SSR,30,桃色のバックショット,ナリタトップロード,スピード,,ファン数5万以上6万未満,25,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,20,20,0,0,0,0,0,0,8,トレ効果,,,5,
0,160,桃色のバックショット35ファン数5万以上6万未満,SSR,35,桃色のバックショット,ナリタトップロード,スピード,,ファン数5万以上6万未満,26,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,23,25,0,0,0,0,0,0,8,トレ効果,,,5,
0,160,桃色のバックショット40ファン数5万以上6万未満,SSR,40,桃色のバックショット,ナリタトップロード,スピード,,ファン数5万以上6万未満,27,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,26,30,0,0,0,0,0,0,8,トレ効果,,,5,
0,160,桃色のバックショット45ファン数5万以上6万未満,SSR,45,桃色のバックショット,ナリタトップロード,スピード,,ファン数5万以上6万未満,28,0,1,0,1,0,0,0,0,0,0,0,0,15,5,10,2,30,35,0,0,0,0,0,0,8,トレ効果,,,5,
0,160,桃色のバックショット50ファン数5万以上6万未満,SSR,50,桃色のバックショット,ナリタトップロード,スピード,,ファン数5万以上6万未満,30,0,1,0,1,0,0,0,0,0,0,0,0,15,10,15,2,30,35,0,0,0,0,0,0,8,トレ効果,,,5,
0,161,桃色のバックショット30ファン数0以上1万未満,SSR,30,桃色のバックショット,ナリタトップロード,スピード,,ファン数0以上1万未満,25,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,1,20,20,0,0,0,0,0,0,8,,,,,
0,161,桃色のバックショット35ファン数0以上1万未満,SSR,35,桃色のバックショット,ナリタトップロード,スピード,,ファン数0以上1万未満,26,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,23,25,0,0,0,0,0,0,8,,,,,
0,161,桃色のバックショット40ファン数0以上1万未満,SSR,40,桃色のバックショット,ナリタトップロード,スピード,,ファン数0以上1万未満,27,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,1,26,30,0,0,0,0,0,0,8,,,,,
0,161,桃色のバックショット45ファン数0以上1万未満,SSR,45,桃色のバックショット,ナリタトップロード,スピード,,ファン数0以上1万未満,28,0,1,0,1,0,0,0,0,0,0,0,0,15,5,10,2,30,35,0,0,0,0,0,0,8,,,,,
0,161,桃色のバックショット50ファン数0以上1万未満,SSR,50,桃色のバックショット,ナリタトップロード,スピード,,ファン数0以上1万未満,30,0,1,0,1,0,0,0,0,0,0,0,0,15,10,15,2,30,35,0,0,0,0,0,0,8,,,,,
0,162,リトル・バイ・リトル30絆80以上,SSR,30,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80以上,20,0,0,0,0,0,0,0,0,0,0,0,0,25,1,5,0,0,35,0,0,0,0,0,0,6,,,80,,
0,162,リトル・バイ・リトル35絆80以上,SSR,35,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80以上,21,0,0,0,0,1,0,0,0,0,0,0,0,26,2,6,0,0,40,0,0,0,0,0,0,6,,,80,,
0,162,リトル・バイ・リトル40絆80以上,SSR,40,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80以上,23,0,0,0,0,1,0,0,0,0,0,0,0,27,3,8,0,0,45,0,0,0,0,0,0,6,スタボナ,,80,2,
0,162,リトル・バイ・リトル45絆80以上,SSR,45,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80以上,25,0,0,0,0,1,0,0,0,15,0,0,0,28,5,10,0,0,50,0,0,0,0,0,0,6,スタボナ,,80,2,
0,162,リトル・バイ・リトル50絆80以上,SSR,50,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80以上,25,0,0,0,0,1,0,0,0,30,0,0,0,30,5,10,0,0,50,0,0,0,0,0,0,6,スタボナ,,80,2,
0,163,リトル・バイ・リトル30絆80未満,SSR,30,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80未満,20,0,0,0,0,0,0,0,0,0,0,0,0,25,1,5,0,0,35,0,0,0,0,0,0,6,,,,,
0,163,リトル・バイ・リトル35絆80未満,SSR,35,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80未満,21,0,0,0,0,1,0,0,0,0,0,0,0,26,2,6,0,0,40,0,0,0,0,0,0,6,,,,,
0,163,リトル・バイ・リトル40絆80未満,SSR,40,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80未満,23,0,0,0,0,1,0,0,0,0,0,0,0,27,3,8,0,0,45,0,0,0,0,0,0,6,,,,,
0,163,リトル・バイ・リトル45絆80未満,SSR,45,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80未満,25,0,0,0,0,1,0,0,0,15,0,0,0,28,5,10,0,0,50,0,0,0,0,0,0,6,,,,,
0,163,リトル・バイ・リトル50絆80未満,SSR,50,リトル・バイ・リトル,メジロブライト,スタミナ,,絆80未満,25,0,0,0,0,1,0,0,0,30,0,0,0,30,5,10,0,0,50,0,0,0,0,0,0,6,,,,,
0,164,SPECIAL DREAMERS!!30サポカ4種類以上,SSR,30,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類以上,20,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,1,20,10,0,0,0,0,1,3,7,,,,,
0,164,SPECIAL DREAMERS!!35サポカ4種類以上,SSR,35,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類以上,21,0,0,0,0,0,1,0,0,0,0,0,0,16,2,6,1,20,12,0,0,0,0,1,3,7,,,,,
0,164,SPECIAL DREAMERS!!40サポカ4種類以上,SSR,40,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類以上,23,0,0,0,0,0,1,0,0,0,0,0,0,18,3,8,1,20,15,0,0,0,0,1,4,7,トレ効果,,,10,
0,164,SPECIAL DREAMERS!!45サポカ4種類以上,SSR,45,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類以上,25,0,0,0,0,0,1,0,0,0,0,0,15,20,5,10,1,20,17,0,0,0,0,1,4,7,トレ効果,,,10,
0,164,SPECIAL DREAMERS!!50サポカ4種類以上,SSR,50,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類以上,25,0,0,0,0,0,1,0,0,0,0,0,30,20,5,10,1,20,20,0,0,0,0,1,5,7,トレ効果,,,10,
0,165,SPECIAL DREAMERS!!30サポカ4種類未満,SSR,30,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類未満,20,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,1,20,10,0,0,0,0,1,3,7,,,,,
0,165,SPECIAL DREAMERS!!35サポカ4種類未満,SSR,35,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類未満,21,0,0,0,0,0,1,0,0,0,0,0,0,16,2,6,1,20,12,0,0,0,0,1,3,7,,,,,
0,165,SPECIAL DREAMERS!!40サポカ4種類未満,SSR,40,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類未満,23,0,0,0,0,0,1,0,0,0,0,0,0,18,3,8,1,20,15,0,0,0,0,1,4,7,,,,,
0,165,SPECIAL DREAMERS!!45サポカ4種類未満,SSR,45,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類未満,25,0,0,0,0,0,1,0,0,0,0,0,15,20,5,10,1,20,17,0,0,0,0,1,4,7,,,,,
0,165,SPECIAL DREAMERS!!50サポカ4種類未満,SSR,50,SPECIAL DREAMERS!!,サトノダイヤモンド,賢さ,,サポカ4種類未満,25,0,0,0,0,0,1,0,0,0,0,0,30,20,5,10,1,20,20,0,0,0,0,1,5,7,,,,,
0,166,世界にもっと☆マーベラス30絆100以上,SSR,30,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100以上,25,0,0,0,0,0,0,5,0,0,15,0,0,15,1,5,0,0,35,0,0,0,0,0,0,6,やる気効果,,100,60,
0,166,世界にもっと☆マーベラス35絆100以上,SSR,35,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100以上,26,0,0,0,0,1,0,5,0,0,16,0,0,16,2,6,0,0,40,0,0,0,0,0,0,6,やる気効果,,100,60,
0,166,世界にもっと☆マーベラス40絆100以上,SSR,40,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100以上,27,0,0,0,0,1,0,5,0,0,18,0,0,18,3,8,0,0,45,0,0,0,0,0,0,6,やる気効果,,100,60,
0,166,世界にもっと☆マーベラス45絆100以上,SSR,45,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100以上,28,0,0,0,0,1,0,5,15,0,20,0,0,20,5,10,0,0,50,0,0,0,0,0,0,6,やる気効果,,100,60,
0,166,世界にもっと☆マーベラス50絆100以上,SSR,50,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100以上,30,0,0,0,0,1,0,5,30,0,20,0,0,20,5,10,0,0,50,0,0,0,0,0,0,6,やる気効果,,100,60,
0,167,世界にもっと☆マーベラス30絆100未満,SSR,30,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100未満,25,0,0,0,0,0,0,5,0,0,15,0,0,15,1,5,0,0,35,0,0,0,0,0,0,6,,,,,
0,167,世界にもっと☆マーベラス35絆100未満,SSR,35,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100未満,26,0,0,0,0,1,0,5,0,0,16,0,0,16,2,6,0,0,40,0,0,0,0,0,0,6,,,,,
0,167,世界にもっと☆マーベラス40絆100未満,SSR,40,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100未満,27,0,0,0,0,1,0,5,0,0,18,0,0,18,3,8,0,0,45,0,0,0,0,0,0,6,,,,,
0,167,世界にもっと☆マーベラス45絆100未満,SSR,45,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100未満,28,0,0,0,0,1,0,5,15,0,20,0,0,20,5,10,0,0,50,0,0,0,0,0,0,6,,,,,
0,167,世界にもっと☆マーベラス50絆100未満,SSR,50,世界にもっと☆マーベラス,マーベラスサンデー,根性,,絆100未満,30,0,0,0,0,1,0,5,30,0,20,0,0,20,5,10,0,0,50,0,0,0,0,0,0,6,,,,,
0,168,Enchaînement30サポカ6種類以上,SSR,30,Enchaînement,シンボリルドルフ,スタミナ,,サポカ6種類以上,20,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,2,40,20,0,0,0,0,0,0,9,初期ステ,,,60,
0,168,Enchaînement35サポカ6種類以上,SSR,35,Enchaînement,シンボリルドルフ,スタミナ,,サポカ6種類以上,21,0,0,0,0,1,0,6,0,0,0,0,0,16,0,0,2,42,25,0,0,0,0,0,0,9,初期ステ,,,60,
0,168,Enchaînement40サポカ6種類以上,SSR,40,Enchaînement,シンボリルドルフ,スタミナ,,サポカ6種類以上,23,0,0,0,0,1,0,8,0,0,0,0,0,18,0,0,2,45,30,0,0,0,0,0,0,9,初期ステ,,,60,
0,168,Enchaînement45サポカ6種類以上,SSR,45,Enchaînement,シンボリルドルフ,スタミナ,,サポカ6種類以上,25,0,0,0,0,1,0,10,0,0,0,0,0,20,5,10,2,47,35,0,0,0,0,0,0,9,初期ステ,,,60,
0,168,Enchaînement50サポカ6種類以上,SSR,50,Enchaînement,シンボリルドルフ,スタミナ,,サポカ6種類以上,25,0,0,0,0,1,0,10,0,0,0,0,0,20,10,15,3,50,35,0,0,0,0,0,0,9,初期ステ,,,60,
0,169,Enchaînement30サポカ4種類,SSR,30,Enchaînement,シンボリルドルフ,スタミナ,,サポカ4種類,20,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,2,40,20,0,0,0,0,0,0,9,初期ステ,,,40,
0,169,Enchaînement35サポカ4種類,SSR,35,Enchaînement,シンボリルドルフ,スタミナ,,サポカ4種類,21,0,0,0,0,1,0,6,0,0,0,0,0,16,0,0,2,42,25,0,0,0,0,0,0,9,初期ステ,,,40,
0,169,Enchaînement40サポカ4種類,SSR,40,Enchaînement,シンボリルドルフ,スタミナ,,サポカ4種類,23,0,0,0,0,1,0,8,0,0,0,0,0,18,0,0,2,45,30,0,0,0,0,0,0,9,初期ステ,,,40,
0,169,Enchaînement45サポカ4種類,SSR,45,Enchaînement,シンボリルドルフ,スタミナ,,サポカ4種類,25,0,0,0,0,1,0,10,0,0,0,0,0,20,5,10,2,47,35,0,0,0,0,0,0,9,初期ステ,,,40,
0,169,Enchaînement50サポカ4種類,SSR,50,Enchaînement,シンボリルドルフ,スタミナ,,サポカ4種類,25,0,0,0,0,1,0,10,0,0,0,0,0,20,10,15,3,50,35,0,0,0,0,0,0,9,初期ステ,,,40,
0,170,Enchaînement30サポカ2種類,SSR,30,Enchaînement,シンボリルドルフ,スタミナ,,サポカ2種類,20,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,2,40,20,0,0,0,0,0,0,9,初期ステ,,,20,
0,170,Enchaînement35サポカ2種類,SSR,35,Enchaînement,シンボリルドルフ,スタミナ,,サポカ2種類,21,0,0,0,0,1,0,6,0,0,0,0,0,16,0,0,2,42,25,0,0,0,0,0,0,9,初期ステ,,,20,
0,170,Enchaînement40サポカ2種類,SSR,40,Enchaînement,シンボリルドルフ,スタミナ,,サポカ2種類,23,0,0,0,0,1,0,8,0,0,0,0,0,18,0,0,2,45,30,0,0,0,0,0,0,9,初期ステ,,,20,
0,170,Enchaînement45サポカ2種類,SSR,45,Enchaînement,シンボリルドルフ,スタミナ,,サポカ2種類,25,0,0,0,0,1,0,10,0,0,0,0,0,20,5,10,2,47,35,0,0,0,0,0,0,9,初期ステ,,,20,
0,170,Enchaînement50サポカ2種類,SSR,50,Enchaînement,シンボリルドルフ,スタミナ,,サポカ2種類,25,0,0,0,0,1,0,10,0,0,0,0,0,20,10,15,3,50,35,0,0,0,0,0,0,9,初期ステ,,,20,
0,171,Escorte étoile30友情トレ5回以上,SSR,30,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ5回以上,15,40,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,10,35,0,0,0,0,0,3,6,友情ボナ,,,15,
0,171,Escorte étoile35友情トレ5回以上,SSR,35,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ5回以上,16,45,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,10,40,0,0,0,0,0,3,6,友情ボナ,,,15,
0,171,Escorte étoile40友情トレ5回以上,SSR,40,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ5回以上,18,50,1,0,0,0,1,0,0,0,0,0,0,13,0,0,1,10,45,0,0,0,0,0,4,6,友情ボナ,,,15,
0,171,Escorte étoile45友情トレ5回以上,SSR,45,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ5回以上,20,55,1,0,0,0,1,0,0,0,0,0,0,15,5,10,1,10,50,0,0,0,0,0,4,6,友情ボナ,,,15,
0,171,Escorte étoile50友情トレ5回以上,SSR,50,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ5回以上,20,60,1,0,0,0,1,0,0,0,0,0,0,15,10,15,1,10,50,0,0,0,0,0,5,6,友情ボナ,,,15,
0,172,Escorte étoile30友情トレ3回,SSR,30,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ3回,15,40,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,10,35,0,0,0,0,0,3,6,友情ボナ,,,9,
0,172,Escorte étoile35友情トレ3回,SSR,35,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ3回,16,45,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,10,40,0,0,0,0,0,3,6,友情ボナ,,,9,
0,172,Escorte étoile40友情トレ3回,SSR,40,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ3回,18,50,1,0,0,0,1,0,0,0,0,0,0,13,0,0,1,10,45,0,0,0,0,0,4,6,友情ボナ,,,9,
0,172,Escorte étoile45友情トレ3回,SSR,45,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ3回,20,55,1,0,0,0,1,0,0,0,0,0,0,15,5,10,1,10,50,0,0,0,0,0,4,6,友情ボナ,,,9,
0,172,Escorte étoile50友情トレ3回,SSR,50,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ3回,20,60,1,0,0,0,1,0,0,0,0,0,0,15,10,15,1,10,50,0,0,0,0,0,5,6,友情ボナ,,,9,
0,173,Escorte étoile30友情トレ1回,SSR,30,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ1回,15,40,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,10,35,0,0,0,0,0,3,6,友情ボナ,,,3,
0,173,Escorte étoile35友情トレ1回,SSR,35,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ1回,16,45,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,10,40,0,0,0,0,0,3,6,友情ボナ,,,3,
0,173,Escorte étoile40友情トレ1回,SSR,40,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ1回,18,50,1,0,0,0,1,0,0,0,0,0,0,13,0,0,1,10,45,0,0,0,0,0,4,6,友情ボナ,,,3,
0,173,Escorte étoile45友情トレ1回,SSR,45,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ1回,20,55,1,0,0,0,1,0,0,0,0,0,0,15,5,10,1,10,50,0,0,0,0,0,4,6,友情ボナ,,,3,
0,173,Escorte étoile50友情トレ1回,SSR,50,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ1回,20,60,1,0,0,0,1,0,0,0,0,0,0,15,10,15,1,10,50,0,0,0,0,0,5,6,友情ボナ,,,3,
0,174,Escorte étoile30友情トレ0回,SSR,30,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ0回,15,40,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,10,35,0,0,0,0,0,3,6,,,,,
0,174,Escorte étoile35友情トレ0回,SSR,35,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ0回,16,45,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,10,40,0,0,0,0,0,3,6,,,,,
0,174,Escorte étoile40友情トレ0回,SSR,40,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ0回,18,50,1,0,0,0,1,0,0,0,0,0,0,13,0,0,1,10,45,0,0,0,0,0,4,6,,,,,
0,174,Escorte étoile45友情トレ0回,SSR,45,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ0回,20,55,1,0,0,0,1,0,0,0,0,0,0,15,5,10,1,10,50,0,0,0,0,0,4,6,,,,,
0,174,Escorte étoile50友情トレ0回,SSR,50,Escorte étoile,シリウスシンボリ,賢さ,,友情トレ0回,20,60,1,0,0,0,1,0,0,0,0,0,0,15,10,15,1,10,50,0,0,0,0,0,5,6,,,,,
0,175,mag!c number30絆80以上,SSR,30,mag!c number,エアシャカール,スピード,,絆80以上,15,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,1,20,35,0,0,0,0,0,0,6,,,80,,
